,index,track,rank,date
2561,4259,Just Another Day In Paradise,51.0,2000-12-30
2562,4576,Just Another Day In Paradise,62.0,2001-01-06
2563,4893,Just Another Day In Paradise,58.0,2001-01-13
2564,5210,Just Another Day In Paradise,63.0,2001-01-20
2565,5527,Just Another Day In Paradise,70.0,2001-01-27
2566,5844,Just Another Day In Paradise,74.0,2001-02-03
2567,6161,Just Another Day In Paradise,79.0,2001-02-10
2568,127,Just Be A Man About It,76.0,2000-07-29
2569,444,Just Be A Man About It,69.0,2000-08-05
2570,761,Just Be A Man About It,51.0,2000-08-12
2571,1078,Just Be A Man About It,42.0,2000-08-19
2572,1395,Just Be A Man About It,37.0,2000-08-26
2573,1712,Just Be A Man About It,32.0,2000-09-02
2574,2029,Just Be A Man About It,32.0,2000-09-09
2575,2346,Just Be A Man About It,34.0,2000-09-16
2576,2663,Just Be A Man About It,34.0,2000-09-23
2577,2980,Just Be A Man About It,38.0,2000-09-30
2578,3297,Just Be A Man About It,50.0,2000-10-07
2579,3614,Just Be A Man About It,53.0,2000-10-14
2580,3931,Just Be A Man About It,53.0,2000-10-21
2581,4248,Just Be A Man About It,63.0,2000-10-28
2582,4565,Just Be A Man About It,65.0,2000-11-04
2583,4882,Just Be A Man About It,72.0,2000-11-11
2584,5199,Just Be A Man About It,79.0,2000-11-18
2585,5516,Just Be A Man About It,84.0,2000-11-25
2586,5833,Just Be A Man About It,89.0,2000-12-02
2587,6150,Just Be A Man About It,90.0,2000-12-09
2588,125,Just Friends (Sunny),89.0,2000-10-14
2589,442,Just Friends (Sunny),83.0,2000-10-21
2590,759,Just Friends (Sunny),65.0,2000-10-28
2591,1076,Just Friends (Sunny),55.0,2000-11-04
2592,1393,Just Friends (Sunny),54.0,2000-11-11
2593,1710,Just Friends (Sunny),54.0,2000-11-18
2594,2027,Just Friends (Sunny),52.0,2000-11-25
2595,2344,Just Friends (Sunny),44.0,2000-12-02
2596,2661,Just Friends (Sunny),41.0,2000-12-09
2597,2978,Just Friends (Sunny),34.0,2000-12-16
2598,3295,Just Friends (Sunny),32.0,2000-12-23
2599,3612,Just Friends (Sunny),31.0,2000-12-30
2600,3929,Just Friends (Sunny),35.0,2001-01-06
2601,4246,Just Friends (Sunny),34.0,2001-01-13
2602,4563,Just Friends (Sunny),41.0,2001-01-20
2603,4880,Just Friends (Sunny),41.0,2001-01-27
2604,5197,Just Friends (Sunny),48.0,2001-02-03
2605,5514,Just Friends (Sunny),54.0,2001-02-10
2606,5831,Just Friends (Sunny),58.0,2001-02-17
2607,6148,Just Friends (Sunny),68.0,2001-02-24
2608,314,Kernkraft 400,99.0,2000-09-02
2609,631,Kernkraft 400,99.0,2000-09-09
2610,158,Kiss This,74.0,2000-08-26
2611,475,Kiss This,72.0,2000-09-02
2612,792,Kiss This,66.0,2000-09-09
2613,1109,Kiss This,53.0,2000-09-16
2614,1426,Kiss This,52.0,2000-09-23
2615,1743,Kiss This,47.0,2000-09-30
2616,2060,Kiss This,47.0,2000-10-07
2617,2377,Kiss This,45.0,2000-10-14
2618,2694,Kiss This,42.0,2000-10-21
2619,3011,Kiss This,46.0,2000-10-28
2620,3328,Kiss This,51.0,2000-11-04
2621,3645,Kiss This,60.0,2000-11-11
2622,3962,Kiss This,68.0,2000-11-18
2623,4279,Kiss This,69.0,2000-11-25
2624,4596,Kiss This,78.0,2000-12-02
2625,4913,Kiss This,94.0,2000-12-09
2626,5230,Kiss This,87.0,2000-12-16
2627,5547,Kiss This,92.0,2000-12-23
2628,5864,Kiss This,97.0,2000-12-30
2629,6181,Kiss This,99.0,2001-01-06
2630,24,Kryptonite,81.0,2000-04-08
2631,341,Kryptonite,70.0,2000-04-15
2632,658,Kryptonite,68.0,2000-04-22
2633,975,Kryptonite,67.0,2000-04-29
2634,1292,Kryptonite,66.0,2000-05-06
2635,1609,Kryptonite,57.0,2000-05-13
2636,1926,Kryptonite,54.0,2000-05-20
2637,2243,Kryptonite,53.0,2000-05-27
2638,2560,Kryptonite,51.0,2000-06-03
2639,2877,Kryptonite,51.0,2000-06-10
2640,3194,Kryptonite,51.0,2000-06-17
2641,3511,Kryptonite,51.0,2000-06-24
2642,3828,Kryptonite,47.0,2000-07-01
2643,4145,Kryptonite,44.0,2000-07-08
2644,4462,Kryptonite,38.0,2000-07-15
2645,4779,Kryptonite,28.0,2000-07-22
2646,5096,Kryptonite,22.0,2000-07-29
2647,5413,Kryptonite,18.0,2000-08-05
2648,5730,Kryptonite,18.0,2000-08-12
2649,6047,Kryptonite,14.0,2000-08-19
2650,6364,Kryptonite,12.0,2000-08-26
2651,6681,Kryptonite,7.0,2000-09-02
2652,6998,Kryptonite,6.0,2000-09-09
2653,7315,Kryptonite,6.0,2000-09-16
2654,7632,Kryptonite,6.0,2000-09-23
2655,7949,Kryptonite,5.0,2000-09-30
2656,8266,Kryptonite,5.0,2000-10-07
2657,8583,Kryptonite,4.0,2000-10-14
2658,8900,Kryptonite,4.0,2000-10-21
2659,9217,Kryptonite,4.0,2000-10-28
2660,9534,Kryptonite,4.0,2000-11-04
2661,9851,Kryptonite,3.0,2000-11-11
2662,10168,Kryptonite,3.0,2000-11-18
2663,10485,Kryptonite,3.0,2000-11-25
2664,10802,Kryptonite,4.0,2000-12-02
2665,11119,Kryptonite,5.0,2000-12-09
2666,11436,Kryptonite,5.0,2000-12-16
2667,11753,Kryptonite,9.0,2000-12-23
2668,12070,Kryptonite,9.0,2000-12-30
2669,12387,Kryptonite,15.0,2001-01-06
2670,12704,Kryptonite,14.0,2001-01-13
2671,13021,Kryptonite,13.0,2001-01-20
2672,13338,Kryptonite,14.0,2001-01-27
2673,13655,Kryptonite,16.0,2001-02-03
2674,13972,Kryptonite,17.0,2001-02-10
2675,14289,Kryptonite,21.0,2001-02-17
2676,14606,Kryptonite,22.0,2001-02-24
2677,14923,Kryptonite,24.0,2001-03-03
2678,15240,Kryptonite,28.0,2001-03-10
2679,15557,Kryptonite,33.0,2001-03-17
2680,15874,Kryptonite,42.0,2001-03-24
2681,16191,Kryptonite,42.0,2001-03-31
2682,16508,Kryptonite,49.0,2001-04-07
2683,295,L.A. Song,99.0,1999-11-27
2684,612,L.A. Song,100.0,1999-12-04
2685,929,L.A. Song,98.0,1999-12-11
2686,1246,L.A. Song,99.0,1999-12-18
2687,1563,L.A. Song,99.0,1999-12-25
2688,1880,L.A. Song,99.0,2000-01-01
2689,2197,L.A. Song,98.0,2000-01-08
2690,2514,L.A. Song,90.0,2000-01-15
2691,2831,L.A. Song,99.0,2000-01-22
2692,3148,L.A. Song,97.0,2000-01-29
2693,3465,L.A. Song,91.0,2000-02-05
2694,3782,L.A. Song,97.0,2000-02-12
2695,199,Last Resort,75.0,2000-07-29
2696,516,Last Resort,71.0,2000-08-05
2697,833,Last Resort,69.0,2000-08-12
2698,1150,Last Resort,69.0,2000-08-19
2699,1467,Last Resort,66.0,2000-08-26
2700,1784,Last Resort,64.0,2000-09-02
2701,2101,Last Resort,61.0,2000-09-09
2702,2418,Last Resort,61.0,2000-09-16
2703,2735,Last Resort,66.0,2000-09-23
2704,3052,Last Resort,64.0,2000-09-30
2705,3369,Last Resort,63.0,2000-10-07
2706,3686,Last Resort,60.0,2000-10-14
2707,4003,Last Resort,65.0,2000-10-21
2708,4320,Last Resort,66.0,2000-10-28
2709,4637,Last Resort,62.0,2000-11-04
2710,4954,Last Resort,66.0,2000-11-11
2711,5271,Last Resort,64.0,2000-11-18
2712,5588,Last Resort,64.0,2000-11-25
2713,5905,Last Resort,57.0,2000-12-02
2714,6222,Last Resort,72.0,2000-12-09
2715,73,Learn To Fly,80.0,1999-10-16
2716,390,Learn To Fly,69.0,1999-10-23
2717,707,Learn To Fly,68.0,1999-10-30
2718,1024,Learn To Fly,63.0,1999-11-06
2719,1341,Learn To Fly,60.0,1999-11-13
2720,1658,Learn To Fly,52.0,1999-11-20
2721,1975,Learn To Fly,42.0,1999-11-27
2722,2292,Learn To Fly,32.0,1999-12-04
2723,2609,Learn To Fly,30.0,1999-12-11
2724,2926,Learn To Fly,25.0,1999-12-18
2725,3243,Learn To Fly,22.0,1999-12-25
2726,3560,Learn To Fly,22.0,2000-01-01
2727,3877,Learn To Fly,26.0,2000-01-08
2728,4194,Learn To Fly,20.0,2000-01-15
2729,4511,Learn To Fly,19.0,2000-01-22
2730,4828,Learn To Fly,20.0,2000-01-29
2731,5145,Learn To Fly,26.0,2000-02-05
2732,5462,Learn To Fly,30.0,2000-02-12
2733,5779,Learn To Fly,35.0,2000-02-19
2734,6096,Learn To Fly,42.0,2000-02-26
2735,6413,Learn To Fly,50.0,2000-03-04
2736,240,Left & Right,93.0,1999-12-11
2737,557,Left & Right,77.0,1999-12-18
2738,874,Left & Right,75.0,1999-12-25
2739,1191,Left & Right,70.0,2000-01-01
2740,1508,Left & Right,91.0,2000-01-08
2741,248,"Left, Right, Left",100.0,2000-02-12
2742,565,"Left, Right, Left",98.0,2000-02-19
2743,882,"Left, Right, Left",89.0,2000-02-26
2744,1199,"Left, Right, Left",80.0,2000-03-04
2745,1516,"Left, Right, Left",75.0,2000-03-11
2746,1833,"Left, Right, Left",73.0,2000-03-18
2747,2150,"Left, Right, Left",80.0,2000-03-25
2748,2467,"Left, Right, Left",86.0,2000-04-01
2749,2784,"Left, Right, Left",91.0,2000-04-08
2750,3101,"Left, Right, Left",96.0,2000-04-15
2751,3418,"Left, Right, Left",100.0,2000-04-22
2752,3735,"Left, Right, Left",98.0,2000-04-29
2753,4052,"Left, Right, Left",96.0,2000-05-06
2754,151,Lessons Learned,80.0,2000-01-29
2755,468,Lessons Learned,73.0,2000-02-05
2756,785,Lessons Learned,61.0,2000-02-12
2757,1102,Lessons Learned,61.0,2000-02-19
2758,1419,Lessons Learned,48.0,2000-02-26
2759,1736,Lessons Learned,48.0,2000-03-04
2760,2053,Lessons Learned,48.0,2000-03-11
2761,2370,Lessons Learned,48.0,2000-03-18
2762,2687,Lessons Learned,44.0,2000-03-25
2763,3004,Lessons Learned,42.0,2000-04-01
2764,3321,Lessons Learned,40.0,2000-04-08
2765,3638,Lessons Learned,40.0,2000-04-15
2766,3955,Lessons Learned,50.0,2000-04-22
2767,4272,Lessons Learned,66.0,2000-04-29
2768,4589,Lessons Learned,81.0,2000-05-06
2769,4906,Lessons Learned,93.0,2000-05-13
2770,5223,Lessons Learned,94.0,2000-05-20
2771,5540,Lessons Learned,99.0,2000-05-27
2772,5857,Lessons Learned,99.0,2000-06-03
2773,6174,Lessons Learned,100.0,2000-06-10
2774,58,Let's Get Married,77.0,2000-05-06
2775,375,Let's Get Married,66.0,2000-05-13
2776,692,Let's Get Married,55.0,2000-05-20
2777,1009,Let's Get Married,45.0,2000-05-27
2778,1326,Let's Get Married,38.0,2000-06-03
2779,1643,Let's Get Married,42.0,2000-06-10
2780,1960,Let's Get Married,33.0,2000-06-17
2781,2277,Let's Get Married,29.0,2000-06-24
2782,2594,Let's Get Married,28.0,2000-07-01
2783,2911,Let's Get Married,26.0,2000-07-08
2784,3228,Let's Get Married,23.0,2000-07-15
2785,3545,Let's Get Married,15.0,2000-07-22
2786,3862,Let's Get Married,11.0,2000-07-29
2787,4179,Let's Get Married,14.0,2000-08-05
2788,4496,Let's Get Married,14.0,2000-08-12
2789,4813,Let's Get Married,17.0,2000-08-19
2790,5130,Let's Get Married,20.0,2000-08-26
2791,5447,Let's Get Married,20.0,2000-09-02
2792,5764,Let's Get Married,21.0,2000-09-09
2793,6081,Let's Get Married,23.0,2000-09-16
2794,6398,Let's Get Married,24.0,2000-09-23
2795,6715,Let's Get Married,29.0,2000-09-30
2796,7032,Let's Get Married,36.0,2000-10-07
2797,7349,Let's Get Married,47.0,2000-10-14
2798,190,Let's Make Love,83.0,2000-08-12
2799,507,Let's Make Love,83.0,2000-08-19
2800,824,Let's Make Love,73.0,2000-08-26
2801,1141,Let's Make Love,73.0,2000-09-02
2802,1458,Let's Make Love,67.0,2000-09-09
2803,1775,Let's Make Love,60.0,2000-09-16
2804,2092,Let's Make Love,60.0,2000-09-23
2805,2409,Let's Make Love,60.0,2000-09-30
2806,2726,Let's Make Love,57.0,2000-10-07
2807,3043,Let's Make Love,55.0,2000-10-14
2808,3360,Let's Make Love,54.0,2000-10-21
2809,3677,Let's Make Love,69.0,2000-10-28
2810,3994,Let's Make Love,88.0,2000-11-04
2811,4311,Let's Make Love,91.0,2000-11-11
2812,66,Liar,52.0,2000-09-16
2813,383,Liar,32.0,2000-09-23
2814,700,Liar,25.0,2000-09-30
2815,1017,Liar,17.0,2000-10-07
2816,1334,Liar,16.0,2000-10-14
2817,1651,Liar,16.0,2000-10-21
2818,1968,Liar,14.0,2000-10-28
2819,2285,Liar,19.0,2000-11-04
2820,2602,Liar,24.0,2000-11-11
2821,2919,Liar,33.0,2000-11-18
2822,3236,Liar,35.0,2000-11-25
2823,3553,Liar,43.0,2000-12-02
2824,3870,Liar,54.0,2000-12-09
2825,4187,Liar,61.0,2000-12-16
2826,4504,Liar,69.0,2000-12-23
2827,4821,Liar,75.0,2000-12-30
2828,5138,Liar,86.0,2001-01-06
2829,5455,Liar,81.0,2001-01-13
2830,5772,Liar,94.0,2001-01-20
2831,6089,Liar,99.0,2001-01-27
2832,252,"Live, Laugh, Love",95.0,1999-12-04
2833,569,"Live, Laugh, Love",95.0,1999-12-11
2834,886,"Live, Laugh, Love",94.0,1999-12-18
2835,1203,"Live, Laugh, Love",94.0,1999-12-25
2836,1520,"Live, Laugh, Love",94.0,2000-01-01
2837,1837,"Live, Laugh, Love",95.0,2000-01-08
2838,2154,"Live, Laugh, Love",82.0,2000-01-15
2839,2471,"Live, Laugh, Love",74.0,2000-01-22
2840,2788,"Live, Laugh, Love",79.0,2000-01-29
2841,3105,"Live, Laugh, Love",92.0,2000-02-05
2842,3422,"Live, Laugh, Love",98.0,2000-02-12
2843,193,Loser,76.0,2000-10-21
2844,510,Loser,76.0,2000-10-28
2845,827,Loser,72.0,2000-11-04
2846,1144,Loser,69.0,2000-11-11
2847,1461,Loser,67.0,2000-11-18
2848,1778,Loser,65.0,2000-11-25
2849,2095,Loser,55.0,2000-12-02
2850,2412,Loser,59.0,2000-12-09
2851,2729,Loser,62.0,2000-12-16
2852,3046,Loser,61.0,2000-12-23
2853,3363,Loser,61.0,2000-12-30
2854,3680,Loser,59.0,2001-01-06
2855,3997,Loser,61.0,2001-01-13
2856,4314,Loser,66.0,2001-01-20
2857,4631,Loser,72.0,2001-01-27
2858,4948,Loser,76.0,2001-02-03
2859,5265,Loser,75.0,2001-02-10
2860,5582,Loser,67.0,2001-02-17
2861,5899,Loser,73.0,2001-02-24
2862,6216,Loser,70.0,2001-03-03
2863,134,Love Is Blind,94.0,2000-01-08
2864,451,Love Is Blind,91.0,2000-01-15
2865,768,Love Is Blind,57.0,2000-01-22
2866,1085,Love Is Blind,46.0,2000-01-29
2867,1402,Love Is Blind,46.0,2000-02-05
2868,1719,Love Is Blind,40.0,2000-02-12
2869,2036,Love Is Blind,34.0,2000-02-19
2870,2353,Love Is Blind,39.0,2000-02-26
2871,2670,Love Is Blind,42.0,2000-03-04
2872,2987,Love Is Blind,46.0,2000-03-11
2873,3304,Love Is Blind,50.0,2000-03-18
2874,3621,Love Is Blind,59.0,2000-03-25
2875,3938,Love Is Blind,66.0,2000-04-01
2876,4255,Love Is Blind,78.0,2000-04-08
2877,4572,Love Is Blind,87.0,2000-04-15
2878,4889,Love Is Blind,99.0,2000-04-22
2879,298,Love Sets You Free,92.0,2000-05-13
2880,615,Love Sets You Free,91.0,2000-05-20
2881,932,Love Sets You Free,98.0,2000-05-27
2882,1249,Love Sets You Free,100.0,2000-06-03
2883,156,Love's The Only House,79.0,2000-02-05
2884,473,Love's The Only House,69.0,2000-02-12
2885,790,Love's The Only House,65.0,2000-02-19
2886,1107,Love's The Only House,58.0,2000-02-26
2887,1424,Love's The Only House,53.0,2000-03-04
2888,1741,Love's The Only House,52.0,2000-03-11
2889,2058,Love's The Only House,52.0,2000-03-18
2890,2375,Love's The Only House,48.0,2000-03-25
2891,2692,Love's The Only House,45.0,2000-04-01
2892,3009,Love's The Only House,43.0,2000-04-08
2893,3326,Love's The Only House,42.0,2000-04-15
2894,3643,Love's The Only House,42.0,2000-04-22
2895,3960,Love's The Only House,50.0,2000-04-29
2896,4277,Love's The Only House,60.0,2000-05-06
2897,4594,Love's The Only House,64.0,2000-05-13
2898,4911,Love's The Only House,75.0,2000-05-20
2899,5228,Love's The Only House,91.0,2000-05-27
2900,5545,Love's The Only House,93.0,2000-06-03
2901,5862,Love's The Only House,92.0,2000-06-10
2902,6179,Love's The Only House,90.0,2000-06-17
2903,93,Lucky,61.0,2000-08-12
2904,410,Lucky,41.0,2000-08-19
2905,727,Lucky,28.0,2000-08-26
2906,1044,Lucky,26.0,2000-09-02
2907,1361,Lucky,23.0,2000-09-09
2908,1678,Lucky,29.0,2000-09-16
2909,1995,Lucky,30.0,2000-09-23
2910,2312,Lucky,40.0,2000-09-30
2911,2629,Lucky,66.0,2000-10-07
2912,2946,Lucky,86.0,2000-10-14
2913,3263,Lucky,100.0,2000-10-21
2914,1,"Maria, Maria",15.0,2000-02-12
2915,318,"Maria, Maria",8.0,2000-02-19
2916,635,"Maria, Maria",6.0,2000-02-26
2917,952,"Maria, Maria",5.0,2000-03-04
2918,1269,"Maria, Maria",2.0,2000-03-11
2919,1586,"Maria, Maria",3.0,2000-03-18
2920,1903,"Maria, Maria",2.0,2000-03-25
2921,2220,"Maria, Maria",2.0,2000-04-01
2922,2537,"Maria, Maria",1.0,2000-04-08
2923,2854,"Maria, Maria",1.0,2000-04-15
2924,3171,"Maria, Maria",1.0,2000-04-22
2925,3488,"Maria, Maria",1.0,2000-04-29
2926,3805,"Maria, Maria",1.0,2000-05-06
2927,4122,"Maria, Maria",1.0,2000-05-13
2928,4439,"Maria, Maria",1.0,2000-05-20
2929,4756,"Maria, Maria",1.0,2000-05-27
2930,5073,"Maria, Maria",1.0,2000-06-03
2931,5390,"Maria, Maria",1.0,2000-06-10
2932,5707,"Maria, Maria",8.0,2000-06-17
2933,6024,"Maria, Maria",15.0,2000-06-24
2934,6341,"Maria, Maria",19.0,2000-07-01
2935,6658,"Maria, Maria",21.0,2000-07-08
2936,6975,"Maria, Maria",26.0,2000-07-15
2937,7292,"Maria, Maria",36.0,2000-07-22
2938,7609,"Maria, Maria",48.0,2000-07-29
2939,7926,"Maria, Maria",47.0,2000-08-05
2940,285,Me Neither,87.0,2000-05-13
2941,602,Me Neither,85.0,2000-05-20
2942,919,Me Neither,90.0,2000-05-27
2943,1236,Me Neither,92.0,2000-06-03
2944,275,Meanwhile Back At The Ranch,87.0,2000-11-18
2945,592,Meanwhile Back At The Ranch,86.0,2000-11-25
2946,909,Meanwhile Back At The Ranch,81.0,2000-12-02
2947,1226,Meanwhile Back At The Ranch,92.0,2000-12-09
2948,1543,Meanwhile Back At The Ranch,80.0,2000-12-16
2949,1860,Meanwhile Back At The Ranch,80.0,2000-12-23
2950,2177,Meanwhile Back At The Ranch,82.0,2000-12-30
2951,2494,Meanwhile Back At The Ranch,84.0,2001-01-06
2952,2811,Meanwhile Back At The Ranch,82.0,2001-01-13
2953,3128,Meanwhile Back At The Ranch,81.0,2001-01-20
2954,3445,Meanwhile Back At The Ranch,85.0,2001-01-27
2955,3762,Meanwhile Back At The Ranch,91.0,2001-02-03
2956,78,Meet Virginia,76.0,1999-10-09
2957,395,Meet Virginia,67.0,1999-10-16
2958,712,Meet Virginia,59.0,1999-10-23
2959,1029,Meet Virginia,54.0,1999-10-30
2960,1346,Meet Virginia,48.0,1999-11-06
2961,1663,Meet Virginia,45.0,1999-11-13
2962,1980,Meet Virginia,40.0,1999-11-20
2963,2297,Meet Virginia,32.0,1999-11-27
2964,2614,Meet Virginia,26.0,1999-12-04
2965,2931,Meet Virginia,24.0,1999-12-11
2966,3248,Meet Virginia,22.0,1999-12-18
2967,3565,Meet Virginia,21.0,1999-12-25
2968,3882,Meet Virginia,21.0,2000-01-01
2969,4199,Meet Virginia,24.0,2000-01-08
2970,4516,Meet Virginia,21.0,2000-01-15
2971,4833,Meet Virginia,20.0,2000-01-22
2972,5150,Meet Virginia,21.0,2000-01-29
2973,5467,Meet Virginia,24.0,2000-02-05
2974,5784,Meet Virginia,28.0,2000-02-12
2975,6101,Meet Virginia,30.0,2000-02-19
2976,6418,Meet Virginia,32.0,2000-02-26
2977,6735,Meet Virginia,37.0,2000-03-04
2978,7052,Meet Virginia,37.0,2000-03-11
2979,7369,Meet Virginia,42.0,2000-03-18
2980,7686,Meet Virginia,46.0,2000-03-25
2981,8003,Meet Virginia,50.0,2000-04-01
2982,8320,Meet Virginia,50.0,2000-04-08
2983,217,Mirror Mirror,87.0,2000-04-01
2984,534,Mirror Mirror,87.0,2000-04-08
2985,851,Mirror Mirror,94.0,2000-04-15
2986,1168,Mirror Mirror,91.0,2000-04-22
2987,1485,Mirror Mirror,75.0,2000-04-29
2988,1802,Mirror Mirror,68.0,2000-05-06
2989,2119,Mirror Mirror,65.0,2000-05-13
2990,2436,Mirror Mirror,86.0,2000-05-20
2991,2753,Mirror Mirror,62.0,2000-05-27
2992,3070,Mirror Mirror,70.0,2000-06-03
2993,3387,Mirror Mirror,74.0,2000-06-10
2994,3704,Mirror Mirror,70.0,2000-06-17
2995,4021,Mirror Mirror,70.0,2000-06-24
2996,4338,Mirror Mirror,80.0,2000-07-01
2997,4655,Mirror Mirror,82.0,2000-07-08
2998,4972,Mirror Mirror,87.0,2000-07-15
2999,5289,Mirror Mirror,90.0,2000-07-22
3000,5606,Mirror Mirror,96.0,2000-07-29
3001,270,Monica,95.0,2000-05-20
3002,587,Monica,87.0,2000-05-27
3003,904,Monica,80.0,2000-06-03
3004,1221,Monica,80.0,2000-06-10
3005,1538,Monica,77.0,2000-06-17
3006,1855,Monica,87.0,2000-06-24
3007,2172,Monica,91.0,2000-07-01
3008,2489,Monica,91.0,2000-07-08
3009,2806,Monica,100.0,2000-07-15
3010,227,More,84.0,2000-04-29
3011,544,More,84.0,2000-05-06
3012,861,More,75.0,2000-05-13
3013,1178,More,73.0,2000-05-20
3014,1495,More,73.0,2000-05-27
3015,1812,More,69.0,2000-06-03
3016,2129,More,68.0,2000-06-10
3017,2446,More,65.0,2000-06-17
3018,2763,More,73.0,2000-06-24
3019,3080,More,83.0,2000-07-01
3020,3397,More,92.0,2000-07-08
3021,32,Most Girls,85.0,2000-08-12
3022,349,Most Girls,70.0,2000-08-19
3023,666,Most Girls,52.0,2000-08-26
3024,983,Most Girls,36.0,2000-09-02
3025,1300,Most Girls,27.0,2000-09-09
3026,1617,Most Girls,21.0,2000-09-16
3027,1934,Most Girls,15.0,2000-09-23
3028,2251,Most Girls,13.0,2000-09-30
3029,2568,Most Girls,12.0,2000-10-07
3030,2885,Most Girls,8.0,2000-10-14
3031,3202,Most Girls,5.0,2000-10-21
3032,3519,Most Girls,5.0,2000-10-28
3033,3836,Most Girls,5.0,2000-11-04
3034,4153,Most Girls,6.0,2000-11-11
3035,4470,Most Girls,5.0,2000-11-18
3036,4787,Most Girls,4.0,2000-11-25
3037,5104,Most Girls,6.0,2000-12-02
3038,5421,Most Girls,8.0,2000-12-09
3039,5738,Most Girls,11.0,2000-12-16
3040,6055,Most Girls,14.0,2000-12-23
3041,6372,Most Girls,14.0,2000-12-30
3042,6689,Most Girls,16.0,2001-01-06
3043,7006,Most Girls,18.0,2001-01-13
3044,7323,Most Girls,21.0,2001-01-20
3045,7640,Most Girls,26.0,2001-01-27
3046,7957,Most Girls,39.0,2001-02-03
3047,8274,Most Girls,46.0,2001-02-10
3048,266,Mr. Too Damn Good,84.0,2000-03-18
3049,583,Mr. Too Damn Good,83.0,2000-03-25
3050,900,Mr. Too Damn Good,83.0,2000-04-01
3051,1217,Mr. Too Damn Good,76.0,2000-04-08
3052,1534,Mr. Too Damn Good,86.0,2000-04-15
3053,1851,Mr. Too Damn Good,86.0,2000-04-22
3054,2168,Mr. Too Damn Good,88.0,2000-04-29
3055,2485,Mr. Too Damn Good,97.0,2000-05-06
3056,3,Music,41.0,2000-08-12
3057,320,Music,23.0,2000-08-19
3058,637,Music,18.0,2000-08-26
3059,954,Music,14.0,2000-09-02
3060,1271,Music,2.0,2000-09-09
3061,1588,Music,1.0,2000-09-16
3062,1905,Music,1.0,2000-09-23
3063,2222,Music,1.0,2000-09-30
3064,2539,Music,1.0,2000-10-07
3065,2856,Music,2.0,2000-10-14
3066,3173,Music,2.0,2000-10-21
3067,3490,Music,2.0,2000-10-28
3068,3807,Music,2.0,2000-11-04
3069,4124,Music,2.0,2000-11-11
3070,4441,Music,4.0,2000-11-18
3071,4758,Music,8.0,2000-11-25
3072,5075,Music,11.0,2000-12-02
3073,5392,Music,16.0,2000-12-09
3074,5709,Music,20.0,2000-12-16
3075,6026,Music,25.0,2000-12-23
3076,6343,Music,27.0,2000-12-30
3077,6660,Music,27.0,2001-01-06
3078,6977,Music,29.0,2001-01-13
3079,7294,Music,44.0,2001-01-20
3080,238,My Baby You,82.0,2000-09-16
3081,555,My Baby You,76.0,2000-09-23
3082,872,My Baby You,76.0,2000-09-30
3083,1189,My Baby You,70.0,2000-10-07
3084,1506,My Baby You,82.0,2000-10-14
3085,1823,My Baby You,81.0,2000-10-21
3086,2140,My Baby You,74.0,2000-10-28
3087,2457,My Baby You,80.0,2000-11-04
3088,2774,My Baby You,76.0,2000-11-11
3089,3091,My Baby You,76.0,2000-11-18
3090,3408,My Baby You,73.0,2000-11-25
3091,3725,My Baby You,74.0,2000-12-02
3092,4042,My Baby You,87.0,2000-12-09
3093,4359,My Baby You,83.0,2000-12-16
3094,4676,My Baby You,89.0,2000-12-23
3095,4993,My Baby You,93.0,2000-12-30
3096,5310,My Baby You,94.0,2001-01-06
3097,5627,My Baby You,94.0,2001-01-13
3098,5944,My Baby You,91.0,2001-01-20
3099,6261,My Baby You,90.0,2001-01-27
3100,115,My Best Friend,85.0,1999-11-27
3101,432,My Best Friend,76.0,1999-12-04
3102,749,My Best Friend,71.0,1999-12-11
3103,1066,My Best Friend,64.0,1999-12-18
3104,1383,My Best Friend,54.0,1999-12-25
3105,1700,My Best Friend,54.0,2000-01-01
3106,2017,My Best Friend,55.0,2000-01-08
3107,2334,My Best Friend,46.0,2000-01-15
3108,2651,My Best Friend,38.0,2000-01-22
3109,2968,My Best Friend,29.0,2000-01-29
3110,3285,My Best Friend,29.0,2000-02-05
3111,3602,My Best Friend,33.0,2000-02-12
3112,3919,My Best Friend,32.0,2000-02-19
3113,4236,My Best Friend,31.0,2000-02-26
3114,4553,My Best Friend,36.0,2000-03-04
3115,4870,My Best Friend,38.0,2000-03-11
3116,5187,My Best Friend,39.0,2000-03-18
3117,5504,My Best Friend,41.0,2000-03-25
3118,5821,My Best Friend,46.0,2000-04-01
3119,6138,My Best Friend,49.0,2000-04-08
3120,6455,My Best Friend,48.0,2000-04-15
3121,102,My First Love,70.0,2000-11-04
3122,419,My First Love,62.0,2000-11-11
3123,736,My First Love,56.0,2000-11-18
3124,1053,My First Love,43.0,2000-11-25
3125,1370,My First Love,39.0,2000-12-02
3126,1687,My First Love,33.0,2000-12-09
3127,2004,My First Love,26.0,2000-12-16
3128,2321,My First Love,26.0,2000-12-23
3129,2638,My First Love,26.0,2000-12-30
3130,2955,My First Love,31.0,2001-01-06
3131,3272,My First Love,32.0,2001-01-13
3132,3589,My First Love,31.0,2001-01-20
3133,3906,My First Love,38.0,2001-01-27
3134,4223,My First Love,38.0,2001-02-03
3135,4540,My First Love,52.0,2001-02-10
3136,4857,My First Love,57.0,2001-02-17
3137,5174,My First Love,64.0,2001-02-24
3138,5491,My First Love,73.0,2001-03-03
3139,5808,My First Love,81.0,2001-03-10
